0.01883, 0.99957, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00068, 0.99956, 0.02957 *   0
0.00105, 0.99659, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00536, 0.99998, 0.00165 *   0
0.00263, 0.99659, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00536, 0.99998, 0.00413 *   0
0.99999, 0.20433, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00001, 0.00000, 1.00000 *   0
0.99999, 0.25511, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00001, 0.00001, 1.00000 *   0
0.99995, 0.46870, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00006, 0.00005, 1.00000 *   0
0.99991, 0.69515, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00007, 0.00013, 1.00000 *   0
0.99989, 0.29799, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00015, 0.00008, 1.00000 *   0
0.99968, 0.02786, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00050, 0.00002, 1.00000 *   0
0.99972, 0.57020, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00027, 0.00034, 1.00000 *   0
0.99959, 0.47581, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00047, 0.00044, 1.00000 *   0
0.99930, 0.02651, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00110, 0.00005, 1.00000 *   0
0.99928, 0.07900, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00112, 0.00014, 1.00000 *   0
0.99942, 0.72731, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00038, 0.00083, 1.00000 *   0
0.99926, 0.10344, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00115, 0.00019, 1.00000 *   0
0.99913, 0.02422, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00137, 0.00005, 1.00000 *   0
0.99935, 0.76473, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00037, 0.00095, 1.00000 *   0
0.99915, 0.05704, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00133, 0.00012, 1.00000 *   0
0.99915, 0.95136, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00010, 0.00133, 1.00000 *   0
0.99880, 0.02867, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00188, 0.00008, 1.00000 *   0
0.99887, 0.82445, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00048, 0.00171, 1.00000 *   0
0.99892, 0.80946, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00050, 0.00162, 1.00000 *   0
0.99905, 0.66770, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.00074, 0.00129, 1.00000 *   0
