[0.98923, 0.99659, 0.53383, 0.50532, 0.47751, 0.48644, 0.52368, 0.54225, 0.53556, 0.48252, 0.45146, 0.53633] * [0.38160, 0.78197, 0.51177] * [] * 0 *   0
[0.98825, 0.48267, 0.50292, 0.50465, 0.51250, 0.53767, 0.49710, 0.51713, 0.49220, 0.48156, 0.48850, 0.52981] * [0.88916, 0.00000, 0.46482] * [] * 0 *   0
[0.99793, 0.99818, 0.53366, 0.50540, 0.47900, 0.51520, 0.49011, 0.49046, 0.49319, 0.47636, 0.55659, 0.53432] * [0.07530, 0.28189, 0.96381] * [] * 0 *   0
[0.99440, 0.98987, 0.53197, 0.53876, 0.47880, 0.56841, 0.49206, 0.53204, 0.48909, 0.53359, 0.52995, 0.50290] * [0.53255, 0.33938, 0.78938] * [] * 0 *   0
[0.80825, 0.99659, 0.53215, 0.50532, 0.47880, 0.51557, 0.52368, 0.50897, 0.53555, 0.48252, 0.49700, 0.50278] * [0.44031, 0.90228, 0.00000] * [] * 0 *   0
[0.99312, 0.00682, 0.47233, 0.50465, 0.51293, 0.53767, 0.49710, 0.51739, 0.49220, 0.48156, 0.48864, 0.52981] * [0.70859, 0.00000, 0.71142] * [] * 0 *   0
[0.99641, 0.19839, 0.50389, 0.53936, 0.49056, 0.50717, 0.49625, 0.49046, 0.52072, 0.48822, 0.52530, 0.49901] * [0.45873, 0.00000, 0.89197] * [] * 0 *   0
[0.99566, 0.99399, 0.49925, 0.53820, 0.48471, 0.52294, 0.49016, 0.47786, 0.48725, 0.47731, 0.51548, 0.51169] * [0.34445, 0.40002, 0.85386] * [] * 0 *   0
[0.99388, 0.99816, 0.56717, 0.50560, 0.53903, 0.51908, 0.49623, 0.50913, 0.49305, 0.47772, 0.50030, 0.51153] * [0.17359, 0.64123, 0.75707] * [] * 0 *   0
[0.99419, 0.99343, 0.55319, 0.50808, 0.51916, 0.50458, 0.49634, 0.50480, 0.49704, 0.53975, 0.49201, 0.50056] * [0.44197, 0.46682, 0.77248] * [] * 0 *   0
[0.99388, 0.99816, 0.56717, 0.50560, 0.53903, 0.51908, 0.49623, 0.50913, 0.49305, 0.47772, 0.50030, 0.51153] * [0.17359, 0.64123, 0.75707] * [] * 0 *   0
[0.99427, 0.98180, 0.53288, 0.50226, 0.47788, 0.51861, 0.53514, 0.50857, 0.49288, 0.51591, 0.52504, 0.51056] * [0.61707, 0.15767, 0.77648] * [] * 0 *   0
[0.98923, 0.99681, 0.38527, 0.54156, 0.56841, 0.53223, 0.49637, 0.55628, 0.52790, 0.52673, 0.45476, 0.49676] * [0.36836, 0.80518, 0.52099] * [] * 0 *   0
[0.99426, 0.20358, 0.50389, 0.50273, 0.49055, 0.50683, 0.52981, 0.49111, 0.52072, 0.48822, 0.52530, 0.49901] * [0.63595, 0.00000, 0.77475] * [] * 0 *   0
[0.99553, 0.99197, 0.57293, 0.50519, 0.48769, 0.53076, 0.52334, 0.48956, 0.48568, 0.48140, 0.49082, 0.50274] * [0.41381, 0.34960, 0.84975] * [] * 0 *   0
[0.99797, 0.20943, 0.54719, 0.50466, 0.48165, 0.53007, 0.49631, 0.50917, 0.48684, 0.49029, 0.55364, 0.46603] * [0.28764, 0.00000, 0.96597] * [] * 0 *   0
[0.99312, 0.22034, 0.47233, 0.50459, 0.51303, 0.50669, 0.49710, 0.49047, 0.49220, 0.48156, 0.48766, 0.52981] * [0.70749, 0.00000, 0.71031] * [] * 0 *   0
[0.99389, 0.00491, 0.56717, 0.50560, 0.47619, 0.51515, 0.49623, 0.50913, 0.49305, 0.47313, 0.50030, 0.53457] * [0.66429, 0.00000, 0.75735] * [] * 0 *   0
[0.98794, 0.04764, 0.50254, 0.54090, 0.48195, 0.50560, 0.49739, 0.53192, 0.55699, 0.51688, 0.49716, 0.50013] * [0.89888, 0.00000, 0.45306] * [] * 0 *   0
[0.99904, 0.99818, 0.53370, 0.50586, 0.47916, 0.51520, 0.50356, 0.49046, 0.52025, 0.54053, 0.55659, 0.49968] * [0.03728, 0.13956, 0.99678] * [] * 0 *   0
[0.99718, 0.16192, 0.55316, 0.52268, 0.50632, 0.54873, 0.52991, 0.49184, 0.48987, 0.51797, 0.49248, 0.52530] * [0.38009, 0.00000, 0.93342] * [] * 0 *   0
[0.99624, 0.22453, 0.50445, 0.53936, 0.47962, 0.50719, 0.49625, 0.49072, 0.52054, 0.48822, 0.52530, 0.53513] * [0.47536, 0.00000, 0.88498] * [] * 0 *   0
[0.99388, 0.99902, 0.56717, 0.50560, 0.53903, 0.51908, 0.49623, 0.50913, 0.49305, 0.47772, 0.50030, 0.51153] * [0.09745, 0.65713, 0.75707] * [] * 0 *   0
[0.54223, 0.98649, 0.50037, 0.50687, 0.48049, 0.50664, 0.53397, 0.50914, 0.50056, 0.49004, 0.49815, 0.50017] * [0.92150, 0.39301, 0.00000] * [] * 0 *   0
[0.99426, 0.99258, 0.53442, 0.44048, 0.50124, 0.53133, 0.49628, 0.49045, 0.49218, 0.48180, 0.58853, 0.53423] * [0.47309, 0.43705, 0.78475] * [] * 0 *   0
[0.99388, 0.99866, 0.56717, 0.50560, 0.53903, 0.51908, 0.49623, 0.54268, 0.49305, 0.55601, 0.50030, 0.51153] * [0.13081, 0.65425, 0.76036] * [] * 0 *   0
[0.99388, 0.99902, 0.56717, 0.50560, 0.53903, 0.51908, 0.49623, 0.50913, 0.49305, 0.47772, 0.50030, 0.51153] * [0.09745, 0.65713, 0.75707] * [] * 0 *   0
[0.99636, 0.22203, 0.50389, 0.53936, 0.49056, 0.50717, 0.49625, 0.49046, 0.52054, 0.48822, 0.52530, 0.49993] * [0.46325, 0.00000, 0.88962] * [] * 0 *   0
[0.80825, 0.99659, 0.53215, 0.50532, 0.47880, 0.51557, 0.52368, 0.50897, 0.53555, 0.48252, 0.49700, 0.50278] * [0.44031, 0.90228, 0.00000] * [] * 0 *   0
[0.98794, 0.99411, 0.50254, 0.54090, 0.57510, 0.53713, 0.49739, 0.49087, 0.55699, 0.51688, 0.53072, 0.50013] * [0.58310, 0.69189, 0.45606] * [] * 0 *   0
[0.03886, 0.04403, 0.50037, 0.50991, 0.49827, 0.49525, 0.49031, 0.50897, 0.50060, 0.48281, 0.49457, 0.50283] * [1.00063, 0.00000, 0.00000] * [] * 0 *   0
