[0.04908, 0.00001, 0.00001, 0.00156, 0.00146, 0.00002, 0.00000, 0.00128, 0.00005, 0.01453, 0.00000, 0.00004] * [5.09405, 0.78009, 0.39812] * [] * 0 *   0
[0.05514, 0.00000, 0.00001, 0.00156, 0.00035, 0.00002, 0.00000, 0.10601, 0.00006, 0.03979, 0.00000, 0.00001] * [5.33911, 0.77972, 0.46855] * [] * 0 *   0
[0.00006, 0.99983, 0.00034, 0.13140, 0.00011, 0.00000, 0.00000, 0.00027, 0.00020, 0.00126, 0.05328, 0.00000] * [0.78395, 5.48819, 0.00055] * [] * 0 *   0
[0.00001, 0.00015, 0.00011, 0.00931, 0.00070, 0.00000, 0.00000, 0.05136, 0.00008, 0.00123, 0.00823, 0.00000] * [5.48177, 0.78383, 0.00009] * [] * 0 *   0
[0.52376, 0.24195, 0.00070, 0.00002, 0.00000, 0.00006, 0.00002, 0.00001, 0.04309, 0.00004, 0.00001, 0.00024] * [3.04203, 1.51181, 3.66048] * [] * 0 *   0
[0.58618, 0.31365, 0.00102, 0.00002, 0.00001, 0.00004, 0.00001, 0.00008, 0.00001, 0.00003, 0.00001, 0.00032] * [2.39492, 1.48662, 3.70773] * [] * 0 *   0
[0.18917, 0.85582, 0.00394, 0.00000, 0.00001, 0.00013, 0.00002, 0.00000, 0.00010, 0.00002, 0.00006, 0.00026] * [1.52473, 4.24250, 1.38048] * [] * 0 *   0
[0.21168, 0.99977, 0.00494, 0.00000, 0.00001, 0.04710, 0.00005, 0.00001, 0.00024, 0.00003, 0.00001, 0.00304] * [0.74109, 4.93850, 1.72453] * [] * 0 *   0
[0.03847, 0.00031, 0.00092, 0.00001, 0.00001, 0.00062, 0.00001, 0.00001, 0.00022, 0.00002, 0.00013, 0.00031] * [4.79254, 0.78240, 0.29377] * [] * 0 *   0
[0.80951, 0.31365, 0.00102, 0.00002, 0.00001, 0.00147, 0.00002, 0.00008, 0.00001, 0.00003, 0.00001, 0.00012] * [1.20437, 0.74443, 4.58981] * [] * 0 *   0
[1.00000, 0.28597, 0.01208, 0.72368, 0.00048, 0.03933, 0.04669, 0.00004, 0.00000, 0.00002, 0.00004, 0.00012] * [0.00000, 0.00000, 6.27721] * [] * 0 *   0
[1.00000, 0.99487, 0.01185, 0.75079, 0.00048, 0.03929, 0.04669, 0.00001, 0.00000, 0.00002, 0.00004, 0.00012] * [0.00000, 0.00000, 6.21739] * [] * 0 *   0
[0.29232, 0.00043, 0.00569, 0.00002, 0.00001, 0.00002, 0.00002, 0.00015, 0.00012, 0.00003, 0.00104, 0.00043] * [4.48855, 0.70366, 2.24635] * [] * 0 *   0
[1.00000, 0.31955, 0.01208, 0.72368, 0.00048, 0.03933, 0.04669, 0.00004, 0.00000, 0.00002, 0.00004, 0.00012] * [0.00000, 0.00000, 6.27721] * [] * 0 *   0
[0.08308, 0.26939, 0.00098, 0.00000, 0.00001, 0.00014, 0.00002, 0.00000, 0.00001, 0.00002, 0.00001, 0.00301] * [4.03472, 2.21057, 0.60379] * [] * 0 *   0
[1.00000, 0.00705, 0.00355, 0.00004, 0.00000, 0.00166, 0.00003, 0.10523, 0.00042, 0.00014, 0.00022, 0.00101] * [0.00001, 0.00000, 5.69412] * [] * 0 *   0
[0.34796, 0.31496, 0.00102, 0.00002, 0.00001, 0.00146, 0.00002, 0.00002, 0.00001, 0.00003, 0.00001, 0.00012] * [3.45661, 2.14676, 2.47563] * [] * 0 *   0
[0.00233, 0.99997, 0.00508, 0.00020, 0.00001, 0.00032, 0.00010, 0.00000, 0.00082, 0.00034, 0.00000, 0.00048] * [0.78245, 4.99787, 0.01849] * [] * 0 *   0
[0.44278, 0.31365, 0.00506, 0.00001, 0.00001, 0.00003, 0.00002, 0.00008, 0.00020, 0.00003, 0.00001, 0.00012] * [3.15131, 1.94665, 3.09167] * [] * 0 *   0
[0.65573, 0.04387, 0.00102, 0.00002, 0.00001, 0.00128, 0.00009, 0.00000, 0.00017, 0.00003, 0.00001, 0.00003] * [2.40670, 0.53446, 4.10556] * [] * 0 *   0
[0.61893, 0.99977, 0.00494, 0.00000, 0.00001, 0.00114, 0.00005, 0.00001, 0.00020, 0.00003, 0.00001, 0.00006] * [0.44141, 2.70681, 4.02105] * [] * 0 *   0
[0.39101, 0.85535, 0.00683, 0.00002, 0.00001, 0.00002, 0.00008, 0.00001, 0.00132, 0.00003, 0.00007, 0.00011] * [1.35266, 3.82955, 2.86408] * [] * 0 *   0
[0.36724, 0.24363, 0.00070, 0.00002, 0.00001, 0.00006, 0.00002, 0.00001, 0.04309, 0.00003, 0.00001, 0.00002] * [3.69859, 1.85227, 2.69154] * [] * 0 *   0
[0.65573, 0.04387, 0.00102, 0.00002, 0.00001, 0.00128, 0.00009, 0.00000, 0.00017, 0.00003, 0.00001, 0.00003] * [2.40670, 0.53446, 4.10556] * [] * 0 *   0
[0.00021, 0.39153, 0.00003, 0.00008, 0.00361, 0.00001, 0.00000, 0.00010, 0.00003, 0.00001, 0.00211, 0.00363] * [4.03408, 3.05831, 0.00165] * [] * 0 *   0
