[0.11674, 0.44136, 0.53997, 0.41287, 0.56354, 0.50088, 0.47981, 0.58004, 0.52446, 0.49680, 0.46298, 0.50303] * [0.77291, 0.64220, 0.18637] * [] * 0 *   0
[0.61018, 0.49977, 0.41477, 0.44595, 0.48203, 0.51810, 0.51276, 0.53353, 0.49348, 0.41796, 0.46325, 0.50398] * [0.41481, 0.41452, 0.83489] * [] * 0 *   0
[0.31336, 0.62042, 0.48614, 0.49639, 0.48316, 0.59237, 0.56975, 0.60430, 0.49412, 0.48698, 0.46382, 0.47945] * [0.50809, 0.74868, 0.48521] * [] * 0 *   0
[0.55516, 0.14204, 0.47239, 0.49334, 0.48511, 0.50152, 0.51076, 0.54273, 0.49932, 0.43810, 0.52706, 0.54976] * [0.63360, 0.14376, 0.77331] * [] * 0 *   0
[0.37843, 0.15684, 0.47239, 0.49334, 0.48439, 0.50152, 0.48395, 0.42830, 0.49919, 0.43964, 0.47793, 0.58546] * [0.81782, 0.20566, 0.57006] * [] * 0 *   0
[0.34847, 0.84692, 0.47564, 0.50519, 0.49859, 0.58852, 0.55006, 0.42467, 0.55617, 0.45703, 0.51374, 0.47162] * [0.20795, 0.84810, 0.53223] * [] * 0 *   0
[0.31362, 0.21531, 0.51476, 0.46360, 0.52676, 0.43650, 0.39039, 0.45844, 0.52516, 0.40014, 0.50123, 0.56212] * [0.85986, 0.30243, 0.48926] * [] * 0 *   0
[0.54904, 0.14456, 0.53655, 0.49716, 0.48239, 0.52531, 0.53423, 0.61541, 0.52183, 0.50023, 0.47483, 0.51360] * [0.64535, 0.14912, 0.77316] * [] * 0 *   0
[0.16883, 0.41811, 0.51521, 0.52771, 0.48665, 0.51663, 0.49367, 0.44099, 0.48618, 0.45025, 0.47989, 0.50336] * [0.77044, 0.59396, 0.26421] * [] * 0 *   0
[0.20249, 0.41647, 0.51521, 0.52771, 0.56750, 0.51663, 0.49408, 0.44099, 0.48618, 0.44904, 0.45172, 0.50313] * [0.76465, 0.58636, 0.31726] * [] * 0 *   0
[0.49781, 0.15140, 0.51793, 0.41056, 0.52599, 0.50195, 0.48187, 0.47847, 0.52155, 0.49942, 0.54903, 0.50689] * [0.69833, 0.16928, 0.71362] * [] * 0 *   0
[0.58258, 0.57282, 0.54735, 0.54445, 0.54533, 0.52934, 0.46862, 0.45742, 0.49374, 0.41273, 0.48500, 0.50749] * [0.38587, 0.48604, 0.80680] * [] * 0 *   0
[0.39067, 0.71243, 0.47672, 0.49573, 0.51713, 0.49986, 0.48171, 0.60226, 0.51561, 0.41374, 0.40309, 0.50683] * [0.36713, 0.75671, 0.59243] * [] * 0 *   0
[0.75577, 0.92263, 0.47472, 0.46080, 0.49818, 0.43364, 0.49927, 0.57337, 0.48675, 0.39804, 0.51612, 0.47114] * [0.04645, 0.38031, 0.94922] * [] * 0 *   0
[0.14730, 0.96372, 0.51655, 0.41404, 0.52876, 0.54760, 0.48005, 0.58014, 0.51462, 0.49883, 0.48213, 0.53457] * [0.05651, 0.99053, 0.23374] * [] * 0 *   0
