[0.31362, 1.00000, 0.39763, 0.39877, 0.29810, 0.49874, 0.60100, 0.49832, 0.39875, 0.49877, 0.39967, 0.39941] * [0.00000, 13.29434, 7.13598] * [] * 0 *   0
[0.00086, 1.00000, 0.39960, 0.39868, 0.50201, 0.50134, 0.59903, 0.49833, 0.40146, 0.49882, 0.39977, 0.39566] * [0.00000, 13.75740, 0.01868] * [] * 0 *   0
[0.00086, 1.00000, 0.39960, 0.39868, 0.50201, 0.50134, 0.59903, 0.49833, 0.40146, 0.49882, 0.39977, 0.39566] * [0.00000, 13.75740, 0.01868] * [] * 0 *   0
[0.00000, 1.00000, 0.40262, 0.39786, 0.29863, 0.49891, 0.59912, 0.49752, 0.39869, 0.49872, 0.40059, 0.70025] * [0.00000, 19.01760, 0.00000] * [] * 0 *   0
[0.00000, 0.00001, 0.59797, 0.49954, 0.40102, 0.39994, 0.60235, 0.40147, 0.49943, 0.59925, 0.49912, 0.39937] * [10.93359, 0.00014, 0.00008] * [] * 0 *   0
[0.00004, 1.00000, 0.59832, 0.49947, 0.40001, 0.39897, 0.60029, 0.50125, 0.49938, 0.59715, 0.49829, 0.49967] * [0.00000, 9.35973, 0.00064] * [] * 0 *   0
[0.00124, 0.54237, 0.60024, 0.49965, 0.40019, 0.39809, 0.59926, 0.39915, 0.49946, 0.59846, 0.50016, 0.50045] * [5.66037, 6.46877, 0.01676] * [] * 0 *   0
[0.00226, 1.00000, 0.59974, 0.49922, 0.40021, 0.39993, 0.59925, 0.40096, 0.49919, 0.59847, 0.49821, 0.50118] * [0.00000, 8.85716, 0.03148] * [] * 0 *   0
[0.00004, 1.00000, 0.59832, 0.49947, 0.40001, 0.39897, 0.60029, 0.50125, 0.49938, 0.59715, 0.49829, 0.49967] * [0.00000, 9.35973, 0.00064] * [] * 0 *   0
[0.48086, 0.95085, 0.59803, 0.49942, 0.40004, 0.40142, 0.49817, 0.40005, 0.49938, 0.59925, 0.49823, 0.50118] * [0.49893, 6.45022, 6.09170] * [] * 0 *   0
[0.00060, 0.00001, 0.59797, 0.49954, 0.40102, 0.39994, 0.60235, 0.40147, 0.49943, 0.59925, 0.50024, 0.39938] * [10.79531, 0.00013, 0.01020] * [] * 0 *   0
[0.05670, 1.00000, 0.59976, 0.59822, 0.40013, 0.39991, 0.59960, 0.50184, 0.49920, 0.30032, 0.49873, 0.49747] * [0.00000, 12.95335, 1.15673] * [] * 0 *   0
[0.00012, 0.00001, 0.60112, 0.49942, 0.40025, 0.39993, 0.60073, 0.40148, 0.49938, 0.60207, 0.50016, 0.39734] * [11.28715, 0.00009, 0.00221] * [] * 0 *   0
[0.01035, 0.00001, 0.59797, 0.49954, 0.40014, 0.39994, 0.60030, 0.39831, 0.49964, 0.59952, 0.49828, 0.39909] * [10.25894, 0.00013, 0.16684] * [] * 0 *   0
[0.09603, 1.00000, 0.59976, 0.59822, 0.40013, 0.39991, 0.59960, 0.50184, 0.49920, 0.30032, 0.49873, 0.49747] * [0.00000, 12.85723, 1.95421] * [] * 0 *   0
[1.00000, 0.54060, 0.60110, 0.49922, 0.40154, 0.40150, 0.60069, 0.39915, 0.50024, 0.30170, 0.50023, 0.49999] * [0.00000, 0.00000, 12.02724] * [] * 0 *   0
[0.03330, 1.00000, 0.59974, 0.49922, 0.40021, 0.39993, 0.59925, 0.50179, 0.49919, 0.59847, 0.49821, 0.50118] * [0.00000, 8.31599, 0.43543] * [] * 0 *   0
[0.47988, 0.34394, 0.59800, 0.49942, 0.40003, 0.40150, 0.49944, 0.39973, 0.49938, 0.59925, 0.49970, 0.50118] * [4.86204, 2.91612, 5.32200] * [] * 0 *   0
[0.48086, 1.00000, 0.59803, 0.49942, 0.40004, 0.40150, 0.49817, 0.40005, 0.49938, 0.59925, 0.49827, 0.50118] * [0.00000, 6.48247, 6.10392] * [] * 0 *   0
[0.00814, 0.00000, 0.39726, 0.39944, 0.50120, 0.60052, 0.59783, 0.39960, 0.60335, 0.50610, 0.40077, 0.30149] * [24.88321, 0.00000, 0.31831] * [] * 0 *   0
[0.00000, 0.00018, 0.40108, 0.39740, 0.49762, 0.49828, 0.30108, 0.50266, 0.60014, 0.49803, 0.39961, 0.60315] * [17.70161, 0.00499, 0.00000] * [] * 0 *   0
[0.00000, 1.00000, 0.29896, 0.43291, 0.49994, 0.59954, 0.59441, 0.50254, 0.70056, 0.49993, 0.30272, 0.29903] * [0.00002, 176.32956, 0.00000] * [] * 0 *   0
[0.00000, 0.99972, 0.59900, 0.40040, 0.49901, 0.40454, 0.59807, 0.50253, 0.60223, 0.49993, 0.70057, 0.30335] * [0.01047, 23.48265, 0.00000] * [] * 0 *   0
[0.00000, 0.00000, 0.39596, 0.39935, 0.50017, 0.60227, 0.59785, 0.50240, 0.60191, 0.59685, 0.29233, 0.29892] * [36.07839, 0.00000, 0.00000] * [] * 0 *   0
[1.00000, 0.00000, 0.60132, 0.39440, 0.50158, 0.61041, 0.59907, 0.50253, 0.30075, 0.49995, 0.40707, 0.79799] * [0.00000, 0.00000, 58.71271] * [] * 0 *   0
[0.00000, 0.99972, 0.59900, 0.40040, 0.49901, 0.40454, 0.59807, 0.50253, 0.60229, 0.49993, 0.69861, 0.30339] * [0.01063, 23.84067, 0.00000] * [] * 0 *   0
[0.00000, 1.00000, 0.59876, 0.40038, 0.39709, 0.59820, 0.59991, 0.50245, 0.80629, 0.49861, 0.29813, 0.30411] * [0.00000, 39.20167, 0.00000] * [] * 0 *   0
